attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,other_info_string,start_time,venue
"31,453']",New York Yankees,1,10,3,https://www.baseball-reference.com/boxes/TEX/TEX201604250.shtml,"Monday, April 25, 2016",,: 2:46,"Night Game, on grass",Texas Rangers,0,3,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jim Reynolds, 1B - Manny Gonzalez, 2B - Fieldin Culbreth, 3B - CB Bucknor.</div><div><strong>Time of Game:</strong> 2:46.</div>
<div><strong>Attendance:</strong> 31,453.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 82&deg; F, Wind 10mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Globe Life Park in Arlington
"12,996']",Baltimore Orioles,0,5,0,https://www.baseball-reference.com/boxes/TBA/TBA201604250.shtml,"Monday, April 25, 2016",,: 2:37,"Night Game, on turf",Tampa Bay Rays,0,5,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Paul Nauert, 1B - Ron Kulpa, 2B - Chris Conroy, 3B - Gabe Morales.</div><div><strong>Time of Game:</strong> 2:37.</div>
<div><strong>Attendance:</strong> 12,996.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Tropicana Field
"41,266']",San Diego Padres,0,11,4,https://www.baseball-reference.com/boxes/SFN/SFN201604250.shtml,"Monday, April 25, 2016",,: 3:47,"Night Game, on grass",San Francisco Giants,0,12,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Bill Welke, 1B - D.J. Reyburn, 2B - Clint Fagan, 3B - Vic Carapazza.</div><div><strong>Time of Game:</strong> 3:47.</div>
<div><strong>Attendance:</strong> 41,266.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 22mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: AT&T Park
"14,832']",Houston Astros,0,10,2,https://www.baseball-reference.com/boxes/SEA/SEA201604250.shtml,"Monday, April 25, 2016",,: 2:40,"Night Game, on grass",Seattle Mariners,0,4,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Quinn Wolcott, 1B - Brian Gorman, 2B - Mike DiMuro, 3B - Ryan Blakney.</div><div><strong>Time of Game:</strong> 2:40.</div>
<div><strong>Attendance:</strong> 14,832.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 56&deg; F, Wind 3mph in from Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Safeco Field
"30,250']",Cincinnati Reds,0,8,3,https://www.baseball-reference.com/boxes/NYN/NYN201604250.shtml,"Monday, April 25, 2016",,: 3:11,"Night Game, on grass",New York Mets,1,10,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Sam Holbrook, 1B - Carlos Torres, 2B - Gerry Davis, 3B - Cory Blaser.</div><div><strong>Time of Game:</strong> 3:11.</div>
<div><strong>Attendance:</strong> 30,250.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 8mph from Right to Left, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Citi Field
"17,503']",Cleveland Indians,0,12,3,https://www.baseball-reference.com/boxes/MIN/MIN201604250.shtml,"Monday, April 25, 2016",,: 3:24,"Night Game, on grass",Minnesota Twins,1,5,4,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jeff Nelson, 1B - Doug Eddings, 2B - Laz Diaz, 3B - Ben May.</div><div><strong>Time of Game:</strong> 3:24.</div>
<div><strong>Attendance:</strong> 17,503.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 50&deg; F, Wind 10mph from Left to Right, Overcast.</div>

    </div>

-->",Start Time: 7:11 p.m. Local,: Target Field
"44,954']",Miami Marlins,1,8,3,https://www.baseball-reference.com/boxes/LAN/LAN201604250.shtml,"Monday, April 25, 2016",,: 2:51,"Night Game, on grass",Los Angeles Dodgers,0,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Pat Hoberg, 1B - Brian Knight, 2B - Todd Tichenor, 3B - Bill Miller.</div><div><strong>Time of Game:</strong> 2:51.</div>
<div><strong>Attendance:</strong> 44,954.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 61&deg; F, Wind 17mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Dodger Stadium
"21,671']",Oakland Athletics,0,10,3,https://www.baseball-reference.com/boxes/DET/DET201604250.shtml,"Monday, April 25, 2016",,: 2:39,"Night Game, on grass",Detroit Tigers,2,12,7,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mike Winters, 1B - Mark Wegner, 2B - Marty Foster, 3B - Mike Muchlinski.</div><div><strong>Time of Game:</strong> 2:39.</div>
<div><strong>Attendance:</strong> 21,671.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 12mph in from Leftfield.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Comerica Park
"20,674']",Pittsburgh Pirates,0,9,6,https://www.baseball-reference.com/boxes/COL/COL201604250.shtml,"Monday, April 25, 2016",,: 2:59,"Night Game, on grass",Colorado Rockies,0,9,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Lance Barrett, 1B - Dale Scott, 2B - Ramon De Jesus, 3B - Bob Davidson.</div><div><strong>Time of Game:</strong> 2:59.</div>
<div><strong>Attendance:</strong> 20,674.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 64&deg; F, Wind 6mph out to Rightfield.</div>

    </div>

-->",Start Time: 6:40 p.m. Local,: Coors Field
"22,735']",Boston Red Sox,0,6,1,https://www.baseball-reference.com/boxes/ATL/ATL201604250.shtml,"Monday, April 25, 2016",,: 2:55,"Night Game, on grass",Atlanta Braves,2,4,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Mark Ripperger, 1B - Joe West, 2B - Kerwin Danley, 3B - Andy Fletcher.</div><div><strong>Time of Game:</strong> 2:55.</div>
<div><strong>Attendance:</strong> 22,735.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 75&deg; F, Wind 8mph out to Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 7:10 p.m. Local,: Turner Field
"18,208']",St. Louis Cardinals,1,11,7,https://www.baseball-reference.com/boxes/ARI/ARI201604250.shtml,"Monday, April 25, 2016",,: 3:26,"Night Game, on grass",Arizona Diamondbacks,0,18,12,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dan Bellino, 1B - Adam Hamari, 2B - Tom Hallion, 3B - Tony Randazzo.</div><div><strong>Time of Game:</strong> 3:26.</div>
<div><strong>Attendance:</strong> 18,208.</div>
<div><strong>Start Time Weather:</strong> 76&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 6:40 p.m. Local,: Chase Field
"41,357']",San Diego Padres,1,9,9,https://www.baseball-reference.com/boxes/SFN/SFN201604270.shtml,"Wednesday, April 27, 2016",,: 3:21,"Day Game, on grass",San Francisco Giants,0,16,13,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Clint Fagan, 1B - Vic Carapazza, 2B - Bill Welke, 3B - D.J. Reyburn.</div><div><strong>Time of Game:</strong> 3:21.</div>
<div><strong>Attendance:</strong> 41,357.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 59&deg; F, Wind 16mph from Right to Left, Overcast.</div>

    </div>

-->",Start Time: 12:45 p.m. Local,: AT&T Park
"27,217']",Toronto Blue Jays,0,5,5,https://www.baseball-reference.com/boxes/TBA/TBA201605010.shtml,"Sunday, May 1, 2016",,: 2:34,"Day Game, on turf",Tampa Bay Rays,1,4,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Tom Hallion, 1B - Andy Fletcher, 2B - Mark Ripperger, 3B - Joe West.</div><div><strong>Time of Game:</strong> 2:34.</div>
<div><strong>Attendance:</strong> 27,217.</div>
<div><strong>Start Time Weather:</strong> 72&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Tropicana Field
"42,933']",Washington Nationals,0,11,6,https://www.baseball-reference.com/boxes/SLN/SLN201605010.shtml,"Sunday, May 1, 2016",,: 2:47,"Day Game, on grass",St. Louis Cardinals,0,6,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Doug Eddings, 1B - Laz Diaz, 2B - Ben May, 3B - Jeff Nelson.</div><div><strong>Time of Game:</strong> 2:47.</div>
<div><strong>Attendance:</strong> 42,933.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 68&deg; F, Wind 8mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 1:15 p.m. Local,: Busch Stadium III
"37,053']",Kansas City Royals,0,11,4,https://www.baseball-reference.com/boxes/SEA/SEA201605010.shtml,"Sunday, May 1, 2016",,: 3:14,"Day Game, on grass",Seattle Mariners,1,8,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - D.J. Reyburn, 1B - Clint Fagan, 2B - Vic Carapazza, 3B - Bill Welke.</div><div><strong>Time of Game:</strong> 3:14.</div>
<div><strong>Attendance:</strong> 37,053.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 66&deg; F, Wind 8mph out to Centerfield, Sunny.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Safeco Field
"28,755']",Cincinnati Reds,0,8,6,https://www.baseball-reference.com/boxes/PIT/PIT201605010.shtml,"Sunday, May 1, 2016",,: 3:42,"Day Game, on grass",Pittsburgh Pirates,4,9,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Will Little, 1B - Ted Barrett, 2B - Sean Barber, 3B - Angel Hernandez.</div><div><strong>Time of Game:</strong> 3:42.</div>
<div><strong>Attendance:</strong> 28,755.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 67&deg; F, Wind 8mph out to Rightfield.</div>

    </div>

-->",Start Time: 1:36 p.m. Local,: PNC Park
"23,809']",Cleveland Indians,0,4,1,https://www.baseball-reference.com/boxes/PHI/PHI201605010.shtml,"Sunday, May 1, 2016",,: 2:40,"Day Game, on grass",Philadelphia Phillies,2,4,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Larry Vanover, 1B - Alfonso Marquez, 2B - Chris Guccione, 3B - David Rackley.</div><div><strong>Time of Game:</strong> 2:40.</div>
<div><strong>Attendance:</strong> 23,809.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 51&deg; F, Wind 1mph out to Centerfield, Overcast.</div>

    </div>

-->",Start Time: 2:40 p.m. Local,: Citizens Bank Park
"24,135']",Houston Astros,0,2,2,https://www.baseball-reference.com/boxes/OAK/OAK201605010.shtml,"Sunday, May 1, 2016",,: 2:50,"Day Game, on grass",Oakland Athletics,0,8,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Todd Tichenor, 1B - Bill Miller, 2B - Pat Hoberg, 3B - Brian Knight.</div><div><strong>Time of Game:</strong> 2:50.</div>
<div><strong>Attendance:</strong> 24,135.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 71&deg; F, Wind 5mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 1:07 p.m. Local,: Oakland-Alameda County Coliseum
"39,077']",San Francisco Giants,0,8,6,https://www.baseball-reference.com/boxes/NYN/NYN201605010.shtml,"Sunday, May 1, 2016",,: 3:19,"Day Game, on grass",New York Mets,0,10,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ron Kulpa, 1B - Chris Conroy, 2B - Gabe Morales, 3B - Paul Nauert.</div><div><strong>Time of Game:</strong> 3:19.</div>
<div><strong>Attendance:</strong> 39,077.</div>
<div><strong>Field Condition:</strong> Wet.</div>
<div><strong>Start Time Weather:</strong> 50&deg; F, Wind 14mph from Right to Left, Drizzle.</div>

    </div>

-->",Start Time: 1:12 p.m. Local,: Citi Field
"24,749']",Detroit Tigers,0,14,6,https://www.baseball-reference.com/boxes/MIN/MIN201605010.shtml,"Sunday, May 1, 2016",,: 3:33,"Day Game, on grass",Minnesota Twins,0,11,5,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Brian Gorman, 1B - Mike DiMuro, 2B - Ryan Blakney, 3B - Quinn Wolcott.</div><div><strong>Time of Game:</strong> 3:33.</div>
<div><strong>Attendance:</strong> 24,749.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 58&deg; F, Wind 10mph in from Leftfield, Cloudy.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Target Field
"28,181']",Miami Marlins,1,16,5,https://www.baseball-reference.com/boxes/MIL/MIL201605010.shtml,"Sunday, May 1, 2016",,: 3:21,"Day Game, on grass",Milwaukee Brewers,0,18,14,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Kerwin Danley, 1B - Tony Randazzo, 2B - Dan Bellino, 3B - Adam Hamari.</div><div><strong>Time of Game:</strong> 3:21.</div>
<div><strong>Attendance:</strong> 28,181.</div>
<div><strong>Start Time Weather:</strong> 67&deg; F, Wind 0mph, In Dome.</div>

    </div>

-->",Start Time: 1:11 p.m. Local,: Miller Park
"49,271']",San Diego Padres,1,3,0,https://www.baseball-reference.com/boxes/LAN/LAN201605010.shtml,"Sunday, May 1, 2016",,: 2:07,"Day Game, on grass",Los Angeles Dodgers,0,3,1,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Marty Foster, 1B - Mike Muchlinski, 2B - Mike Winters, 3B - Mark Wegner.</div><div><strong>Time of Game:</strong> 2:07.</div>
<div><strong>Attendance:</strong> 49,271.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 70&deg; F, Wind 6mph out to Centerfield, Sunny.</div>

    </div>

-->",Start Time: 1:10 p.m. Local,: Dodger Stadium
"40,164']",Atlanta Braves,1,5,4,https://www.baseball-reference.com/boxes/CHN/CHN201605010.shtml,"Sunday, May 1, 2016",,: 3:04,"Day Game, on grass",Chicago Cubs,1,6,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Jim Reynolds, 1B - Manny Gonzalez, 2B - Fieldin Culbreth, 3B - CB Bucknor.</div><div><strong>Time of Game:</strong> 3:04.</div>
<div><strong>Attendance:</strong> 40,164.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 44&deg; F, Wind 14mph in from Centerfield, Overcast.</div>

    </div>

-->",Start Time: 1:21 p.m. Local,: Wrigley Field
"34,279']",New York Yankees,2,9,7,https://www.baseball-reference.com/boxes/BOS/BOS201605010.shtml,"Sunday, May 1, 2016",,: 3:17,"Night Game, on grass",Boston Red Sox,0,14,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Alan Porter, 1B - John Tumpane, 2B - Lance Barksdale, 3B - Dan Iassogna.</div><div><strong>Time of Game:</strong> 3:17.</div>
<div><strong>Attendance:</strong> 34,279.</div>
<div><strong>Field Condition:</strong> Wet.</div>
<div><strong>Start Time Weather:</strong> 49&deg; F, Wind 9mph from Right to Left, Drizzle.</div>

    </div>

-->",Start Time: 8:09 p.m. Local,: Fenway Park
"40,087']",Philadelphia Phillies,0,5,1,https://www.baseball-reference.com/boxes/SLN/SLN201605030.shtml,"Tuesday, May 3, 2016",,: 2:31,"Night Game, on grass",St. Louis Cardinals,0,3,0,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Ryan Blakney, 1B - Quinn Wolcott, 2B - Mark Carlson, 3B - Mike DiMuro.</div><div><strong>Time of Game:</strong> 2:31.</div>
<div><strong>Attendance:</strong> 40,087.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 63&deg; F, Wind 5mph out to Rightfield, Cloudy.</div>

    </div>

-->",Start Time: 7:15 p.m. Local,: Busch Stadium III
"42,338']",Pittsburgh Pirates,0,11,4,https://www.baseball-reference.com/boxes/SLN/SLN201605070.shtml,"Saturday, May 7, 2016",,: 3:23,"Day Game, on grass",St. Louis Cardinals,1,9,6,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Dana DeMuth, 1B - Greg Gibson, 2B - Ed Hickox, 3B - Mike Estabrook.</div><div><strong>Time of Game:</strong> 3:23.</div>
<div><strong>Attendance:</strong> 42,338.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 84&deg; F, Wind 14mph out to Rightfield, Sunny.</div>

    </div>

-->",Start Time: 1:16 p.m. Local,: Busch Stadium III
"41,590']",Colorado Rockies,0,12,1,https://www.baseball-reference.com/boxes/SFN/SFN201605070.shtml,"Saturday, May 7, 2016",,: 4:20,"Day Game, on grass",San Francisco Giants,0,7,2,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Fieldin Culbreth, 1B - CB Bucknor, 2B - Jim Reynolds, 3B - Nic Lentz.</div><div><strong>Time of Game:</strong> 4:20.</div>
<div><strong>Attendance:</strong> 41,590.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 6mph out to Centerfield, Overcast.</div>

    </div>

-->",Start Time: 1:05 p.m. Local,: AT&T Park
"41,028']",New York Mets,0,9,6,https://www.baseball-reference.com/boxes/SDN/SDN201605070.shtml,"Saturday, May 7, 2016",,: 2:52,"Night Game, on grass",San Diego Padres,0,8,3,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Hunter Wendelstedt, 1B - Ramon De Jesus, 2B - Tripp Gibson, 3B - Jerry Layne.</div><div><strong>Time of Game:</strong> 2:52.</div>
<div><strong>Attendance:</strong> 41,028.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 60&deg; F, Wind 15mph from Left to Right, Sunny.</div>

    </div>

-->",Start Time: 5:41 p.m. Local,: Petco Park
"47,822']",Boston Red Sox,0,6,2,https://www.baseball-reference.com/boxes/NYA/NYA201605070.shtml,"Saturday, May 7, 2016",,: 3:09,"Day Game, on grass",New York Yankees,1,11,8,"<!--  
    <div class=""section_content"" id=""div_6350237457"">
<div><strong>Umpires:</strong> HP - Chris Conroy, 1B - Gabe Morales, 2B - Jerry Meals, 3B - Ron Kulpa.</div><div><strong>Time of Game:</strong> 3:09.</div>
<div><strong>Attendance:</strong> 47,822.</div>
<div><strong>Field Condition:</strong> Unknown.</div>
<div><strong>Start Time Weather:</strong> 53&deg; F, Wind 10mph in from Leftfield.</div>

    </div>

-->",Start Time: 1:08 p.m. Local,: Yankee Stadium III
